product_id,category_id,name,brand_id,description,initial_price,discount,stock_quantity,avg_rating,review_count,added_date,images
65,5,Lego Soccer Ball,6,"Car card whom century start east magazine. Deep say television act involve.
Leg parent measure never draw just. Off trip group near event bad. Lot above local top meeting.",886.25,0.11,167,1.3,41,2024-03-18 13:34:55,"https://example.com/image_4c64a968-3fe5-4cf5-a2f1-d20c2eb51190.jpg,https://example.com/image_4e774703-e3aa-49e0-a6b9-2fb380b6d518.jpg,https://example.com/image_246af129-ab87-408c-8477-7c3880057146.jpg,https://example.com/image_16f0d1c4-7af0-4b6c-a4ec-133ed3d884b4.jpg"
66,5,Apple Camera,3,"Dinner suffer still agreement learn. Imagine news develop response. Stand number year.
Deep each thank story spend our message. Pass land recognize room recent.",591.43,0.05,922,4.1,2,2024-04-07 10:55:15,https://example.com/image_d32b1347-35b3-4372-9c01-ff91e466805d.jpg
67,5,Lego Camera,1,Fine case writer sure hard enter. That than kind foot cell. Call cold family instead whatever laugh well mind. Still source development exist forward here.,610.91,0.35,99,0.4,50,2024-08-12 16:02:36,"https://example.com/image_1fa2464a-d070-4307-8fc3-d6b0fef52924.jpg,https://example.com/image_53e30d11-57b5-4666-8151-7695ab9bb9e1.jpg"
68,5,Canon Action Figure,1,Indeed face method responsibility southern. Bank evidence left over son. Idea south beyond under.,553.66,0.44,396,4.0,41,2024-02-01 23:01:36,"https://example.com/image_ea517fcf-381f-4a32-81b0-7c316b876229.jpg,https://example.com/image_649b71ef-a05e-46a4-99b9-4345d6350bab.jpg,https://example.com/image_e6fb71db-b42f-4d12-9115-f98460638085.jpg,https://example.com/image_7c08dc46-8a80-4b90-a6ec-bd37927e7337.jpg"
69,5,Philips Blender,2,Want box per sometimes player those raise. Air soon expect near movie both example.,520.91,0.85,928,1.9,5,2024-06-09 15:18:26,https://example.com/image_a7e3e94f-8ec4-4067-9947-99f07f0c8ae8.jpg
70,5,Samsung Air Fryer,2,"Weight meet evening film.
Security image goal keep fly ask court. Us especially much word himself window practice. Probably describe other magazine.",415.51,0.58,80,1.5,44,2024-03-21 20:24:07,"https://example.com/image_bef9b50e-ff03-4d53-84bb-d521d410f18a.jpg,https://example.com/image_95263745-1469-4562-a8e0-0cea49199349.jpg"
71,5,Adidas Novel,6,"Leg right table alone. Important outside response morning old.
Clear prove billion audience expect somebody accept. Down space wide class buy into. Road share animal nothing style religious against.",501.19,0.59,543,2.6,35,2024-03-01 11:38:20,"https://example.com/image_e0dde95d-1b9d-4c66-8c58-7cd5b05ad0bf.jpg,https://example.com/image_b749deaf-f357-4dbe-97ae-ebad5987a3fc.jpg"
72,5,Philips Soccer Ball,9,"Hair that evening artist environment new space medical.
Lot citizen watch author. Upon finish church various ball. Yourself as president design try so.",158.37,0.11,450,2.4,46,2024-02-14 07:02:51,"https://example.com/image_b8ce8c2c-8482-4c31-823d-e4eff29acbc8.jpg,https://example.com/image_9d1a6d44-db7c-4001-9142-a7a5ef7338db.jpg,https://example.com/image_6d86d137-4845-498d-9f32-31aa8c0ff870.jpg"
73,5,Adidas Soccer Ball,9,Those around us pay difference out result. Blood fish mention.,418.33,0.38,418,0.6,18,2024-01-12 06:12:51,"https://example.com/image_32a1279a-f7cb-4f2b-a79c-d9dc79e3a331.jpg,https://example.com/image_0159cb03-6115-4d17-a45d-36b76dfd2ad2.jpg,https://example.com/image_ef3e5367-bc49-4aac-89d0-ea18793eddfc.jpg,https://example.com/image_21996308-da42-4eb9-b6ad-f63ddd52f15e.jpg"
74,6,Philips Action Figure,2,Music someone within large future say. Second ground throughout health describe attention receive. Media big one.,385.02,0.4,4,2.5,19,2024-09-15 03:57:17,"https://example.com/image_f437dcec-e598-466d-a84f-0f10abc64199.jpg,https://example.com/image_030b3ad4-6a51-4079-a5a7-efe400d562cb.jpg,https://example.com/image_29f60322-e30e-4006-a854-67e79018ad75.jpg"
75,6,Puma Laptop,3,"Wait level rest their test Mr garden.
Minute near stay billion. Reduce though national arm grow. Off window growth just under.",366.18,0.51,593,0.4,42,2024-02-08 08:21:51,"https://example.com/image_7ddfb127-078b-4c4c-a9fa-55131ed0ee42.jpg,https://example.com/image_35532e21-bb42-4e7a-8ef5-b1e72a7e94b9.jpg,https://example.com/image_24b8bf4d-c921-4bd0-a2ce-e0adaad8921b.jpg"
76,6,Bosch Laptop,9,"Forward direction recently approach throughout north.
State thing over must surface these. Population ago expect often perhaps event daughter. Nor board it technology where organization by.",397.57,0.84,798,3.8,4,2024-04-06 15:39:51,https://example.com/image_cc1c3b8b-8715-43ac-89a4-034ef9abde70.jpg
77,6,Lego Running Shoes,5,"Significant apply PM car agreement. Finally cell might. Mr later onto against teacher describe forward.
Born federal growth beyond thousand. Contain apply hundred their inside your.",325.95,0.93,119,1.2,40,2024-07-31 01:17:40,https://example.com/image_49cfb91d-9b6e-4383-8f90-d94c3cf7bd68.jpg
78,6,Lego Camera,2,Write blood expect beat. Everything themselves technology especially result player low human. Could reason senior politics. Use simple network act beat.,117.49,0.56,996,3.4,28,2024-04-03 10:02:07,https://example.com/image_be23ace1-8a36-4de0-bbb4-1bcec0a607e5.jpg
79,6,Samsung Running Shoes,3,Produce degree white range effect quickly understand leave. Positive current position political list reach employee win.,191.88,0.65,310,1.5,19,2024-07-15 02:02:14,"https://example.com/image_8d34bfc5-9114-4ba1-9023-5198d5fbd7b6.jpg,https://example.com/image_e9a87936-d9a2-4d00-a87d-3a7cfd39be82.jpg,https://example.com/image_591b7e63-5202-45c1-a027-36d6a4296574.jpg"
80,6,Puma Car Battery,3,Point seem inside administration least. Worker room message surface government start many. Many would bed blood weight under.,926.25,0.14,597,4.9,24,2024-10-03 00:06:46,"https://example.com/image_ebf626dc-7ae5-485c-b29d-39e291dcb891.jpg,https://example.com/image_68003474-36bb-420c-83b0-69b96d36597c.jpg"
81,6,Puma Laptop,5,"Worry summer once.
Chair part place eight.",250.87,0.46,932,1.2,10,2024-03-02 12:34:27,"https://example.com/image_58516cc5-3713-40a8-a14e-dbb0af333725.jpg,https://example.com/image_2d0d8e53-3807-4d2d-abd5-b2caf4e02b49.jpg,https://example.com/image_b5e4671e-280b-464d-876d-39cec006a88a.jpg,https://example.com/image_1b69c9b8-cd33-472a-a036-4d6ff0466528.jpg"
82,6,Philips Laptop,8,Six sure will policy article notice fly. Positive could pattern draw loss local.,152.62,0.4,419,3.0,7,2024-03-14 02:17:52,https://example.com/image_59404e6e-d4fa-4dd6-9101-a0e81255754b.jpg
83,6,Apple Laptop,3,"Almost worry window human. Rate pull property little direction exist score. Right watch from break price his me discover.
Whatever address pass available lot.",556.66,0.98,216,4.5,0,2024-10-08 21:00:04,"https://example.com/image_8c1c1c31-c269-4d5b-ada0-481492930567.jpg,https://example.com/image_647a073b-b737-4fab-9cc7-e4f739453d33.jpg"
84,6,Sony Smartphone,6,He marriage operation can hit establish.,581.47,0.8,961,3.7,26,2024-04-09 03:35:48,https://example.com/image_4e88e881-44ec-46d8-8530-fd2afb7502d6.jpg
85,7,Sony Camera,4,"Conference Democrat consumer Republican that chance.
Guy pull stay book. Television toward any. Mind seat author politics.
Reality where their increase people audience. Prevent base life mind space.",855.99,0.99,718,4.2,32,2024-07-22 02:47:42,"https://example.com/image_e3fdf1b2-722e-4c5e-a2ea-b4c58b45d000.jpg,https://example.com/image_fcc61c4c-3921-4c04-8f90-c704e6783238.jpg,https://example.com/image_e5862243-7daf-40af-8da7-555bd89b9773.jpg,https://example.com/image_65c09728-c60f-4b7c-9f62-6cba35e00c01.jpg"
86,7,Samsung Smartphone,1,Gas there game night. Fill there yet. Government alone doctor job head thought.,510.58,0.13,484,3.8,43,2024-03-27 08:35:06,"https://example.com/image_ac5efbd9-00c3-43d2-9770-f3bb3162e5b6.jpg,https://example.com/image_28b56567-3244-47bb-a1d8-3bad9da86c21.jpg"
87,7,Canon Smartphone,5,"Pretty close together seem big among eye. Claim door heart rich treatment change however.
Relate beat believe. Five upon half Mr. Today turn letter join.
Sell southern fast.",22.25,0.03,800,3.1,42,2024-01-10 23:02:16,"https://example.com/image_22d05079-5cf2-40fc-8315-127fee63a280.jpg,https://example.com/image_ac144c35-0f74-4245-a747-ed1112c57931.jpg"
88,7,Samsung Running Shoes,6,"Party any experience surface actually name discussion. Your consumer on edge assume. President technology price be force.
New article sign face. Head court federal material total.",617.86,0.61,463,2.0,1,2024-04-03 09:28:29,"https://example.com/image_6f1fe741-2e6c-48ba-97b0-edf503ea9fd4.jpg,https://example.com/image_3b37e36e-0c30-40e1-ad8d-f4289be16fbf.jpg"
89,7,Nike Blender,6,Assume difference control material popular he fight. Common century example two economy. Few have green major far world until degree.,676.6,0.65,888,0.9,6,2024-09-24 14:27:15,"https://example.com/image_c316abab-820e-4b59-89a5-b505c81b5430.jpg,https://example.com/image_28591e3e-a0f0-4593-882f-310721797273.jpg,https://example.com/image_be238cbc-96b7-4bd0-86d8-7e5c2785ea97.jpg,https://example.com/image_5937f3c6-720f-49d8-a215-5397be189558.jpg,https://example.com/image_d8c8ecb0-fecd-45fa-9e17-539eea3d0a5e.jpg"
90,7,Adidas Headphones,9,"Let goal national wrong. Scene police analysis media forward reflect money American.
Kid fly nothing meet. Her leader discover society cell loss lot.",34.12,0.46,721,0.1,14,2024-03-11 10:56:51,"https://example.com/image_cefb9260-e077-45aa-972b-d4d6777e35d6.jpg,https://example.com/image_dcf5d9ca-63f6-476b-a04e-7f1fd02ba0f5.jpg,https://example.com/image_93ef339c-a83b-4f71-ba47-9301740b5dc2.jpg,https://example.com/image_4575ff0f-934c-4350-92f6-bff304f69873.jpg"
91,7,Nike Smartphone,6,"Member game choose painting himself others short. Church attention think get.
Use close fight. Who time natural support indicate. Share own itself learn center.",192.34,0.89,943,3.0,26,2024-02-08 19:07:59,"https://example.com/image_5ed67932-2438-43c8-b5b3-a3cb58371c5f.jpg,https://example.com/image_0cb3384c-84c7-4cc0-8ddf-f6cd876b9a25.jpg,https://example.com/image_eb9ed637-9e3e-4b12-bd1d-cefcaff40d78.jpg,https://example.com/image_8e579bae-5468-48f1-9b98-a844cc407953.jpg,https://example.com/image_e9447f11-75ca-42ff-822e-fc4287c911ea.jpg"
92,7,Lego Headphones,5,"Hear within somebody less civil power budget. Minute add grow serve degree authority person.
They mission green reason political talk choose require. Million easy these style service nearly image.",904.96,0.94,319,0.1,19,2024-07-25 19:45:03,"https://example.com/image_dae777e8-a6e9-4bf1-9307-80e42e114d2d.jpg,https://example.com/image_dad75387-ef66-4018-99af-34325bf6a425.jpg,https://example.com/image_a532d912-06c7-449e-b787-321b9b8c4ec9.jpg,https://example.com/image_52f42c9d-bb14-41b9-88d6-5bc3a2b382ee.jpg"
93,7,Lego Vacuum Cleaner,2,"South effect trade network smile. Particularly trouble develop choose stock usually white.
Mouth agent capital sing ask design. Change whom hold center local.",46.08,0.84,873,3.1,22,2024-04-30 03:02:14,https://example.com/image_e8c5bfe7-643d-4418-9c2b-02dfcd9497bb.jpg
94,7,Nike Blender,2,"Very his movement myself tell. Skin he involve themselves join. Current head bed role including manage threat.
Guy goal education wonder common Mrs. Space myself evidence station safe role.",973.66,0.23,385,3.3,38,2024-07-25 13:19:52,"https://example.com/image_4d59a5fb-cdd5-4857-9e1a-855b50d5d8a4.jpg,https://example.com/image_414aaa1a-b7ca-44b5-b743-51a003db8362.jpg,https://example.com/image_88942c5a-4463-4af5-88d0-740a00608773.jpg,https://example.com/image_75fb3be8-9775-4ff2-925d-2e77500faaec.jpg,https://example.com/image_ad0308ce-2ec8-4e88-bb93-684b840a0930.jpg"
95,7,Canon Shampoo,10,"Size page easy. Throughout bring draw toward sense and.
Allow doctor dark usually pick know success. Beyond carry tax condition hold drop represent.",158.73,0.32,878,0.4,6,2024-08-15 01:38:22,"https://example.com/image_b17084ab-0cb1-473d-a655-18f6fef63b00.jpg,https://example.com/image_da847d50-cbb5-4634-bf64-9d5724a2cf5b.jpg,https://example.com/image_65d3a705-2dd8-4bde-9aad-b2f20855b7ae.jpg,https://example.com/image_88af272d-58d7-4b5b-a1e4-b574286ad8de.jpg,https://example.com/image_8dc4d716-fa03-4797-8fee-047f74fe4a48.jpg"
96,7,Nike Air Fryer,10,Get rest woman both space population western imagine. Congress throw decide machine Mr century their. Security message recent tend result. Class fight seek operation send night.,486.16,0.81,749,0.2,41,2024-01-10 08:57:21,"https://example.com/image_71ad6dfd-4b7b-4f87-a98e-4d5e3324cf3f.jpg,https://example.com/image_a1b32010-bca3-4ec3-ae07-13b5f9d730a6.jpg"
97,7,Puma Running Shoes,10,"Concern play rock. Generation show human standard water put yeah bar. Exactly early movie.
Any door community. Billion realize term occur act cold similar.",581.0,0.81,714,3.3,16,2024-08-24 18:14:07,"https://example.com/image_ed7c54ef-fd2b-40c5-bee7-32df03173d53.jpg,https://example.com/image_58c5ad96-16c5-4579-bc63-c12df580ecf3.jpg,https://example.com/image_c1b54ffc-30a1-4db5-a8f6-f74069966e6a.jpg,https://example.com/image_cd6ecc17-9a62-4fe3-adcc-78485675c74e.jpg,https://example.com/image_915d10a8-6aa0-4130-a856-b3f56c5cb1d0.jpg"
98,7,Puma Running Shoes,2,Something prove visit voice scene sport change. Want reason all these poor goal eight could. Great exactly herself. Itself power short dream interview property their.,132.27,0.14,343,0.2,0,2024-08-29 16:11:44,"https://example.com/image_873dd44c-0414-4d38-9599-de8ca2b917ca.jpg,https://example.com/image_83e2443a-23cd-4c70-80f0-1898c85c51a2.jpg"
99,7,Bosch Car Battery,10,Just paper politics else. Age PM before already wish billion. Close through behind thing cause lawyer different.,167.28,0.63,247,1.1,48,2024-10-06 18:53:30,"https://example.com/image_93e67dfd-ca99-425a-8280-0459d5213f86.jpg,https://example.com/image_3b4c7cbb-35ac-42ac-9e5e-0337baf3106c.jpg,https://example.com/image_26c61d4c-98b5-48c2-82ea-7fd9395f6fdf.jpg,https://example.com/image_353fe1d4-3081-4c40-8353-5e355c3916c2.jpg"
100,7,Samsung Laptop,3,Fire increase talk market large number. Prevent father wish house scientist next skin.,666.52,0.28,114,2.5,27,2024-04-28 17:22:34,"https://example.com/image_d0179ca3-de3d-4f4a-9432-f4b112ae9b19.jpg,https://example.com/image_e4fdde1c-df42-43e8-94f4-83f6ccc7fe3c.jpg,https://example.com/image_2eaac5cb-2093-45b5-b155-052386a62232.jpg,https://example.com/image_00eb18b9-e0f5-4927-8887-ab1016da97ee.jpg"
101,8,Sony Laptop,6,Become across why small. Since American carry no occur often. Reduce deal hit candidate security prove seek try.,871.12,0.25,581,5.0,42,2024-06-02 23:18:20,https://example.com/image_666716d1-8544-434f-a5a6-41fab449e4b8.jpg
102,8,Lego Action Figure,4,Student deep concern occur tend security. Other low least manage similar difficult. Three exist manager opportunity look agency.,116.12,0.18,670,1.6,0,2024-04-17 19:40:17,"https://example.com/image_798c3376-b5c7-474e-847e-8041aad070a6.jpg,https://example.com/image_6deb0419-913e-4c5a-b86a-8c2107c15eee.jpg"
103,8,Apple Soccer Ball,8,Although financial big benefit page amount the. Them growth political less across. Exactly color left their newspaper environmental. Campaign film surface of.,209.88,0.43,348,0.2,48,2024-10-04 19:07:03,"https://example.com/image_f6fcf0a9-3150-433a-b312-bea1138c18d2.jpg,https://example.com/image_0049c455-9339-4531-8dea-824b6ed0bcad.jpg,https://example.com/image_1575ce52-0189-4a70-89bc-f8160784b7c2.jpg,https://example.com/image_d2923af0-2db7-4dff-8f48-c8411de183aa.jpg,https://example.com/image_e59d666f-06bc-48f4-99dd-fbeb4c23337f.jpg"
104,8,Bosch Smartphone,3,"Third stage least. Identify avoid hold back specific whose. Floor outside detail wide.
Pattern determine look should.",395.59,0.25,904,4.2,28,2024-06-29 05:48:41,"https://example.com/image_daddc055-a20a-4725-9d74-178f4e06035d.jpg,https://example.com/image_67ad4397-2050-4fdf-8849-17902378e8cd.jpg"
105,8,Samsung Smartphone,6,"Religious window most campaign treatment. Once usually general idea election. Weight born tax attack I over article.
Establish safe most party once. Bar town wish note with finish.",10.97,0.13,68,1.5,31,2024-02-09 08:39:09,"https://example.com/image_b00657ec-a17f-4714-a705-cfb25cbea852.jpg,https://example.com/image_ae50d36b-190a-4767-ab36-f093d1fd4758.jpg,https://example.com/image_ba3eaf05-8bf4-4a3f-8d14-11e0ac7af484.jpg,https://example.com/image_b6f2cde0-c002-4c59-92a3-0819ddc0e49f.jpg"
106,8,Lego Headphones,2,Culture small similar project information story car that. Whose method information official cause think middle dark. Public other nor man store require audience. Glass determine campaign three.,287.34,0.91,139,2.5,19,2024-06-20 03:55:10,https://example.com/image_cc491516-cdfe-4cb1-b5b0-82add784f06a.jpg
107,8,Adidas Novel,1,One allow fly TV about. High kitchen but market feeling assume. Mention none former letter open.,53.32,0.82,688,2.6,44,2024-01-14 21:02:43,https://example.com/image_74d7e100-0748-4c56-a5dc-9dd4bdfac105.jpg
108,8,Canon Camera,9,On song so election usually whose. Brother morning probably style enjoy picture easy.,976.97,0.71,529,4.1,0,2024-06-29 04:52:36,"https://example.com/image_6d9eea7a-ddc6-4f84-a8b9-a6014890c23c.jpg,https://example.com/image_c51132b6-347f-41cf-8f11-1ecbb3bd404f.jpg,https://example.com/image_e08390a6-bc01-47bb-91ca-aeeaf792260f.jpg,https://example.com/image_720c37b2-3202-46b5-a9b8-985813360481.jpg,https://example.com/image_7be5a856-9908-4047-897b-e576309e7c94.jpg"
109,8,Bosch Vacuum Cleaner,5,"Technology ten factor hand. Degree side cut market exactly every. Statement morning send.
Others anything strategy well event lay many. View suggest true social.",683.56,0.49,410,2.3,30,2024-05-21 01:46:28,"https://example.com/image_33b79dcb-61f3-4ad5-a7ce-5735bd3c0795.jpg,https://example.com/image_d90980bf-1c62-44d1-bb75-5fa3256003f5.jpg"
110,8,Lego Shampoo,1,"Task rock apply set. Inside federal fire commercial. To between space not sometimes conference.
Simple mention ready down collection. Local million value lose establish develop.",77.12,0.98,40,4.0,47,2024-01-28 12:27:04,https://example.com/image_947ae669-69ee-41dd-8380-50ff5ac887c1.jpg
111,8,Puma Soccer Ball,5,Mean likely entire service. Option what according inside. Author increase plant pull sea price.,599.61,0.33,381,0.9,20,2024-04-06 22:30:42,"https://example.com/image_aa49ce5f-2539-4669-9bab-a256decfb9cf.jpg,https://example.com/image_d352af1c-a608-45b2-8284-85068140f3a1.jpg,https://example.com/image_ed880f5a-f3d2-4529-832c-7dbe0aa9d276.jpg,https://example.com/image_8bb117d3-b3ea-42a1-920b-207c45d475ae.jpg,https://example.com/image_dee6bdf0-f59b-4924-8e00-fc33da137c0e.jpg"
112,8,Canon Car Battery,2,"Realize health energy action. Already dream attention most even blue begin still.
Opportunity there building. Series return action cup film animal.",811.53,0.66,285,3.6,7,2024-04-25 22:16:36,"https://example.com/image_b6c7f5b3-5ba8-4bc9-9d79-1b8e34258bb5.jpg,https://example.com/image_68ae7533-d60e-4858-8676-d5113d93699f.jpg,https://example.com/image_d669080d-ea93-40f4-81d5-d718009107b7.jpg"
113,8,Lego Shampoo,3,"Affect speech Mrs see race.
Democrat however officer factor simply let send. Message current approach require society there. Work ever walk someone.",162.71,0.3,221,4.8,45,2024-01-02 18:37:18,"https://example.com/image_7a113b24-8e27-4898-8307-96954a4a6b50.jpg,https://example.com/image_d337c55f-a071-4631-8790-99bc036db52f.jpg,https://example.com/image_2277d6e4-0ad5-4eb7-8bf1-01073ae059c1.jpg"
114,8,Bosch Smartphone,7,"Price per himself concern help trip century. Evidence certainly national season.
Positive campaign despite appear all. Clearly describe beyond near nearly type wind.",100.68,0.62,818,0.9,24,2024-05-03 20:39:42,"https://example.com/image_0f455256-97d6-438a-b01c-93d6864d9a51.jpg,https://example.com/image_72cbb3d2-5a86-4c38-99c9-88c70885b17f.jpg,https://example.com/image_448ad216-3749-4e0e-9063-caa4004fc720.jpg,https://example.com/image_f78bfcf4-0cad-439d-90d5-218a3f167cd1.jpg,https://example.com/image_22ee206c-5496-43e1-b726-dabad10e115b.jpg"
115,8,Apple Running Shoes,3,Attack bit into live course song say. Student civil summer lot democratic. Generation available across eight dinner voice.,991.31,0.7,513,1.5,28,2024-08-06 19:01:37,"https://example.com/image_5ec2a84c-73a7-4e2f-9f09-0d487dfbf801.jpg,https://example.com/image_2642f41a-d23c-4db9-8766-d88bec6002b3.jpg,https://example.com/image_a8494209-3888-4c7f-a7db-06c1ce3bcf12.jpg,https://example.com/image_4583bcce-2418-4fcf-ac35-5df8ee470119.jpg,https://example.com/image_1342369e-581a-4375-a2f1-9393c0e1ecf2.jpg"
116,8,Samsung Air Fryer,8,"Reason class style picture. Base should third. Also likely anything should design American.
Practice continue college. Back across turn goal over. Through meet account model minute care question.",262.53,0.85,998,5.0,38,2024-08-20 07:49:43,https://example.com/image_e20edf7c-0370-4719-811c-20693fb04b91.jpg
117,8,Nike Action Figure,9,Modern site together glass reason talk. Minute forget nor detail box stuff risk. Continue his suddenly step.,107.45,0.66,682,2.9,18,2024-08-11 01:30:35,"https://example.com/image_7a367b76-2a5c-43bf-b0b4-524a273f4dbf.jpg,https://example.com/image_7e44b4c1-644b-4021-a1db-a9b214943959.jpg,https://example.com/image_b966ddb6-c21c-4680-bb73-818ca6ad8d08.jpg"
118,8,Nike Action Figure,4,"Write four by nearly. At most benefit whole.
Clear simple bring trade then future law. Big understand so data seven dinner today long. Social collection able state place somebody.",258.06,0.05,653,1.4,23,2024-03-29 05:46:05,https://example.com/image_e852f33f-2e69-48fd-9680-6e7b1cf90ea6.jpg
119,8,Puma Soccer Ball,2,"Hotel little table. These forward else arrive role wife. Such data loss nothing fish and tend page.
Able enter national serve. Draw eight care also marriage PM. Develop dream happy certain.",850.14,0.28,571,3.0,38,2024-08-02 15:45:53,https://example.com/image_99ed9c94-6174-4415-9db3-c66b5126b7fe.jpg
